dbx_v3_0_15_0										
Time	Cx	Cy	Cz	Fx	Fy	Fz	Mx	My	Mz	
0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	
0.000862068966	2.050385251076	0.052888587937	4.658774210815	813.343092248052	20.979748871483	1848.034080776042	854.078364193392	-1353.198389736756	107.193040521578	
0.001724137931	0.301212122286	0.263165224632	1.321202004997	119.484276837227	104.391902673900	524.092008399293	167.347554404143	-402.229387559358	190.834279471844	
0.002586206897	-0.012485545857	0.370504668530	1.082268603372	-4.952743622250	146.971118055334	429.312341203922	286.919314466125	-301.434090707020	152.010230895866	
0.003448275862	-0.029762050066	0.350031874701	1.242714192493	-11.805955890288	138.850007434171	492.957605685265	311.673107278281	-415.624459673642	169.556167742322	
0.004310344828	0.017825576108	0.339030766967	1.377993097319	7.071017110349	134.486108026443	546.619795612313	307.193866715148	-460.336140308703	183.327825525664	
0.005172413793	0.022020344474	0.313721364250	1.450950668552	8.734990196155	124.446420188195	575.560472276948	325.276363765650	-463.712656831732	179.506939333206	
0.006034482759	0.014826810800	0.324550480905	1.534127698070	5.881472341901	128.742094487408	608.554985067422	334.183963261179	-491.822776911582	188.135103125274	
0.006896551724	0.018060519693	0.308946424472	1.571856579994	7.164214104049	122.552305761426	623.521209329450	341.792105586260	-504.740280702359	188.549500086481	
0.007758620690	0.022912245845	0.312044257782	1.594519055388	9.088788010114	123.781148644870	632.510918851493	355.495047681107	-509.939794579561	191.478360866918	
0.008620689655	0.013686154993	0.322007895506	1.610354143320	5.428999070783	127.733506335922	638.792352732216	355.370033887163	-518.087852725973	196.809282101450	
0.009482758621	0.001363061381	0.314545114665	1.663268727626	0.540696709418	124.773184004721	659.782413796082	363.962545271840	-533.398865682412	196.237652773168	
0.010344827586	-0.002145487674	0.309165895403	1.701656764410	-0.851068148284	122.639365091374	675.010110408975	373.291124619395	-545.159939447522	196.891004405461	
0.011206896552	-0.002659775386	0.319251656341	1.718242666705	-1.055074862449	126.640166396543	681.589375965823	376.571479055265	-552.176964253049	202.358168322447	
0.012068965517	-0.003568865915	0.324156395529	1.741764780345	-1.415691240438	128.585769417109	690.920085223416	380.980014550218	-559.698877593084	205.679690762049	
0.012931034483	-0.006764468097	0.317426500518	1.767891112516	-2.683316901933	125.916166904264	701.283831151646	386.243027323196	-566.944279368158	205.110768455977	
0.013793103448	-0.012048574182	0.316154631462	1.794148977852	-4.779406493229	125.411644200439	711.699753416288	391.201942406833	-575.722741503196	206.821871928728	
0.014655172414	-0.016110110274	0.314617542308	1.817370608167	-6.390529243086	124.801914470316	720.911267495364	395.630684047498	-583.329566284162	208.344581173144	
0.015517241379	-0.019785748454	0.313701722753	1.840594968668	-7.848574711221	124.438628835010	730.123864579407	400.051162626374	-591.076579546353	209.766814110718	
0.016379310345	-0.023276196366	0.317168655496	1.860167370558	-9.233159240804	125.813885410175	737.887809363625	403.949137826308	-597.516895817750	211.999799093193	
0.017241379310	-0.026197699885	0.322136384877	1.877495372439	-10.392055943067	127.784475265735	744.761449634472	407.199003092852	-603.753119191050	214.922070569957	
0.018103448276	-0.028204935303	0.325898811110	1.893371704507	-11.188282438089	129.276947660986	751.059244163979	410.374067211299	-609.187571831958	217.287142760057	
0.018965517241	-0.030366223506	0.327638816731	1.909421691062	-12.045618311625	129.967169925934	757.425923639770	413.741202740463	-614.855878448174	219.353210928924	
0.019827586207	-0.033356657723	0.326749907755	1.924432017035	-13.231858318000	129.614559130094	763.380192446502	417.166771368961	-619.657866852744	220.381637980069	
0.020689655172	-0.036222104342	0.324985315296	1.937020382005	-14.368518471218	128.914583802864	768.373722167640	420.143866084105	-623.393480220889	220.820394028848	
0.021551724138	-0.037395666814	0.323489623200	1.947233145016	-14.834045098051	128.321275382558	772.424902424316	422.846436573453	-625.962213247812	220.860681357320	
0.022413793103	-0.035261477516	0.318647928918	1.948986931602	-13.987458769133	126.400680900664	773.120591297602	424.602551676149	-622.770369248328	217.619730516012	
0.023275862069	-0.029640892502	0.308597771548	1.939739437042	-11.757895328307	122.414002754031	769.452311974330	425.226305848134	-611.928715636833	210.012827871320	
0.024137931034	-0.024135660712	0.297339973957	1.926316213564	-9.574089994540	117.948280080799	764.127612099004	425.174340381107	-598.655000384239	201.482002797687	
0.025000000000	-0.021191042531	0.289672824008	1.918047859554	-8.406024210052	114.906888983361	760.847736468104	425.451726746237	-589.366763220365	195.882186491510	
0.025862068966	-0.020102274903	0.282970045897	1.911171828722	-7.974133847594	112.248043153292	758.120165063817	425.900524968334	-581.655587430424	191.292862994603	
0.026724137931	-0.019180554365	0.279077352346	1.909050211849	-7.608507420765	110.703896555021	757.278565940991	426.489939392339	-577.727784820882	188.798264022486	
0.027586206897	-0.018357306740	0.274976779576	1.906462644394	-7.281943050216	109.077288806837	756.252134389307	427.113949076744	-573.652698394152	186.188088461283	
0.028448275862	-0.017344051197	0.271590108380	1.905625035344	-6.880006684187	107.733870236346	755.919873154570	427.849571883859	-570.637092778794	184.061943679406	
0.029310344828	-0.016581791310	0.268379295027	1.905685295421	-6.577634818454	106.460210634975	755.943777012626	428.620237054535	-568.128157679065	182.103439907799	
0.030172413793	-0.016045132025	0.265742478835	1.906438539672	-6.364753789395	105.414243183756	756.242572572143	429.392847173585	-566.202879264788	180.520388485604	
0.031034482759	-0.015640688753	0.263068316040	1.906689660228	-6.204319967839	104.353461149707	756.342186617515	430.086976768929	-564.076364485442	178.863551068412	
0.031896551724	-0.015401519531	0.260892585628	1.907685379480	-6.109446755770	103.490396367036	756.737166719398	430.776855154018	-562.556206674259	177.548244841150	
0.032758620690	-0.015218477092	0.259093059202	1.908984851375	-6.036837814340	102.776563497400	757.252638867219	431.475557899562	-561.365077134820	176.448087657034	
